timestamp,price,direction,profit
2004-09-30,100,SELL,1
2004-10-13,100,SELL,1
2004-10-19,100,SELL,1
2004-10-28,100,SELL,1
2004-11-18,100,SELL,1
2004-12-02,100,SELL,1
2004-12-30,100,SELL,1
2005-02-09,100,SELL,1
2005-02-18,100,SELL,1
2005-03-01,100,SELL,1
2005-03-17,100,SELL,1
2005-03-29,100,SELL,1
2005-04-06,100,SELL,1
2005-04-18,100,SELL,1
2005-04-28,100,SELL,1
2005-05-25,100,SELL,1
2005-06-07,100,SELL,1
2005-06-15,100,SELL,1
2005-06-23,100,SELL,1
2005-06-29,100,SELL,1
2005-07-06,100,SELL,1
2005-07-14,100,SELL,1
2005-07-20,100,SELL,1
2005-08-01,100,SELL,1
2005-09-01,100,SELL,1
2005-09-08,100,SELL,1
2005-09-13,100,SELL,1
2005-09-19,100,SELL,1
2005-09-23,100,SELL,1
2005-09-28,100,SELL,1
2005-10-11,100,SELL,1
2005-10-21,100,SELL,1
2005-10-27,100,SELL,1
2005-11-02,100,SELL,1
2005-11-14,100,SELL,1
2005-11-18,100,SELL,1
2005-11-25,100,SELL,1
2005-12-01,100,SELL,1
2005-12-06,100,SELL,1
2005-12-12,100,SELL,1
2006-01-27,100,SELL,1
2006-02-02,100,SELL,1
2006-02-10,100,SELL,1
2006-03-17,100,SELL,1
2006-03-28,100,SELL,1
2006-03-31,100,SELL,1
2006-04-11,100,SELL,1
2006-04-18,100,SELL,1
2006-05-16,100,SELL,1
2006-05-24,100,SELL,1
2006-06-08,100,SELL,1
2006-06-13,100,SELL,1
2006-06-19,100,SELL,1
2006-06-22,100,SELL,1
2006-06-27,100,SELL,1
2006-06-30,100,SELL,1
2006-07-07,100,SELL,1
2006-07-18,100,SELL,1
2006-07-24,100,SELL,1
2006-08-23,100,SELL,1
2006-08-28,100,SELL,1
2006-08-31,100,SELL,1
2006-09-08,100,SELL,1
2006-09-14,100,SELL,1
2006-10-11,100,SELL,1
2006-10-19,100,SELL,1
2006-10-24,100,SELL,1
2006-10-27,100,SELL,1
2006-11-08,100,SELL,1
2006-11-17,100,SELL,1
2006-12-21,100,SELL,1
2007-01-23,100,SELL,1
2007-01-31,100,SELL,1
2007-02-09,100,SELL,1
2007-02-21,100,SELL,1
2007-03-12,100,SELL,1
2007-03-15,100,SELL,1
2007-03-23,100,SELL,1
2007-04-30,100,SELL,1
2007-05-23,100,SELL,1
2007-06-26,100,SELL,1
2007-07-16,100,SELL,1
2007-07-19,100,SELL,1
2007-07-27,100,SELL,1
2007-08-02,100,SELL,1
2007-08-10,100,SELL,1
2007-08-21,100,SELL,1
2007-08-31,100,SELL,1
2007-09-11,100,SELL,1
2007-09-14,100,SELL,1
2007-09-28,100,SELL,1
2007-10-04,100,SELL,1
2007-10-10,100,SELL,1
2007-10-22,100,SELL,1
2007-10-30,100,SELL,1
2007-11-05,100,SELL,1
2007-11-26,100,SELL,1
2007-11-30,100,SELL,1
2007-12-10,100,SELL,1
2007-12-20,100,SELL,1
2007-12-28,100,SELL,1
2008-01-14,100,SELL,1
2008-01-22,100,SELL,1
2008-01-25,100,SELL,1
2008-02-01,100,SELL,1
2008-02-12,100,SELL,1
2008-02-25,100,SELL,1
2008-03-03,100,SELL,1
2008-03-07,100,SELL,1
2008-03-14,100,SELL,1
2008-03-19,100,SELL,1
2008-04-01,100,SELL,1
2008-04-07,100,SELL,1
2008-04-11,100,SELL,1
2008-04-22,100,SELL,1
2008-05-01,100,SELL,1
2008-05-08,100,SELL,1
2008-06-12,100,SELL,1
2008-06-24,100,SELL,1
2008-07-11,100,SELL,1
2008-07-16,100,SELL,1
2008-07-24,100,SELL,1
2008-08-01,100,SELL,1
2008-08-11,100,SELL,1
2008-08-20,100,SELL,1
2008-09-02,100,SELL,1
2008-09-09,100,SELL,1
2008-09-12,100,SELL,1
2008-10-09,100,SELL,1
2008-10-28,100,SELL,1
2008-11-03,100,SELL,1
2008-11-13,100,SELL,1
2008-11-19,100,SELL,1
2008-12-02,100,SELL,1
2008-12-12,100,SELL,1
2008-12-24,100,SELL,1
2009-01-08,100,SELL,1
2009-01-21,100,SELL,1
2009-01-27,100,SELL,1
2009-01-30,100,SELL,1
2009-02-09,100,SELL,1
2009-02-23,100,SELL,1
2009-03-02,100,SELL,1
2009-03-06,100,SELL,1
2009-04-21,100,SELL,1
2009-05-01,100,SELL,1
2009-05-26,100,SELL,1
2009-05-29,100,SELL,1
2009-06-03,100,SELL,1
2009-06-11,100,SELL,1
2009-06-22,100,SELL,1
2009-07-02,100,SELL,1
2009-07-14,100,SELL,1
2009-07-23,100,SELL,1
2009-07-31,100,SELL,1
2009-08-11,100,SELL,1
2009-08-20,100,SELL,1
2009-08-28,100,SELL,1
2009-10-02,100,SELL,1
2009-10-08,100,SELL,1
2009-10-13,100,SELL,1
2009-10-23,100,SELL,1
2009-10-29,100,SELL,1
2009-11-06,100,SELL,1
2009-11-17,100,SELL,1
2009-11-20,100,SELL,1
2009-11-30,100,SELL,1
2009-12-09,100,SELL,1
2009-12-17,100,SELL,1
2009-12-23,100,SELL,1
2010-01-25,100,SELL,1
2010-01-29,100,SELL,1
2010-02-09,100,SELL,1
2010-03-04,100,SELL,1
2010-03-10,100,SELL,1
2010-03-25,100,SELL,1
2010-04-05,100,SELL,1
2010-04-13,100,SELL,1
2010-04-21,100,SELL,1
2010-04-27,100,SELL,1
2010-05-14,100,SELL,1
2010-08-09,100,SELL,1
2010-08-19,100,SELL,1
2010-09-21,100,SELL,1
2010-10-04,100,SELL,1
2010-10-08,100,SELL,1
2010-10-19,100,SELL,1
2010-10-25,100,SELL,1
2010-10-29,100,SELL,1
2010-11-18,100,SELL,1
2010-12-03,100,SELL,1
2010-12-15,100,SELL,1
2010-12-31,100,SELL,1
2011-01-11,100,SELL,1
2011-01-18,100,SELL,1
2011-01-28,100,SELL,1
2011-03-04,100,SELL,1
2011-03-11,100,SELL,1
2011-03-21,100,SELL,1
2011-03-25,100,SELL,1
2011-04-08,100,SELL,1
2011-04-14,100,SELL,1
2011-04-25,100,SELL,1
2011-04-28,100,SELL,1
2011-05-06,100,SELL,1
2011-05-12,100,SELL,1
2011-05-19,100,SELL,1
2011-06-22,100,SELL,1
2011-06-27,100,SELL,1
2011-07-28,100,SELL,1
2011-08-08,100,SELL,1
2011-08-15,100,SELL,1
2011-08-26,100,SELL,1
2011-09-06,100,SELL,1
2011-09-15,100,SELL,1
2011-11-18,100,SELL,1
2011-11-23,100,SELL,1
2011-12-01,100,SELL,1
2011-12-06,100,SELL,1
2011-12-23,100,SELL,1
2011-12-30,100,SELL,1
2012-01-11,100,SELL,1
2012-01-23,100,SELL,1
2012-01-26,100,SELL,1
2012-02-02,100,SELL,1
2012-02-08,100,SELL,1
2012-02-17,100,SELL,1
2012-02-24,100,SELL,1
2012-02-29,100,SELL,1
2012-03-06,100,SELL,1
2012-03-14,100,SELL,1
2012-03-22,100,SELL,1
2012-04-25,100,SELL,1
2012-05-07,100,SELL,1
2012-06-11,100,SELL,1
2012-06-20,100,SELL,1
2012-06-27,100,SELL,1
2012-08-31,100,SELL,1
2012-09-11,100,SELL,1
2012-09-20,100,SELL,1
2012-11-09,100,SELL,1
2012-11-15,100,SELL,1
2012-12-04,100,SELL,1
2012-12-14,100,SELL,1
2012-12-20,100,SELL,1
2012-12-31,100,SELL,1
2013-01-10,100,SELL,1
2013-02-19,100,SELL,1
2013-03-21,100,SELL,1
2013-04-02,100,SELL,1
2013-04-09,100,SELL,1
2013-04-19,100,SELL,1
2013-04-30,100,SELL,1
2013-05-10,100,SELL,1
2013-05-22,100,SELL,1
2013-06-28,100,SELL,1
2013-07-05,100,SELL,1
2013-07-17,100,SELL,1
2013-07-29,100,SELL,1
2013-08-08,100,SELL,1
2013-08-16,100,SELL,1
2013-09-03,100,SELL,1
2013-09-17,100,SELL,1
2013-10-02,100,SELL,1
2013-10-08,100,SELL,1
2013-11-04,100,SELL,1
2013-11-14,100,SELL,1
2013-11-25,100,SELL,1
2013-12-06,100,SELL,1
2013-12-12,100,SELL,1
2013-12-23,100,SELL,1
2014-01-28,100,SELL,1
2014-02-18,100,SELL,1
2014-02-25,100,SELL,1
2014-03-05,100,SELL,1
2014-03-12,100,SELL,1
2014-05-02,100,SELL,1
2014-05-08,100,SELL,1
2014-05-19,100,SELL,1
2014-06-02,100,SELL,1
2014-06-06,100,SELL,1
2014-06-11,100,SELL,1
2014-06-18,100,SELL,1
2014-06-27,100,SELL,1
2014-07-08,100,SELL,1
2014-07-17,100,SELL,1
2014-07-29,100,SELL,1
2014-08-08,100,SELL,1
2014-08-18,100,SELL,1
2014-08-26,100,SELL,1
2014-09-03,100,SELL,1
2014-09-12,100,SELL,1
2014-09-23,100,SELL,1
2014-10-03,100,SELL,1
2014-10-28,100,SELL,1
2014-11-06,100,SELL,1
2014-11-18,100,SELL,1
2014-12-26,100,SELL,1
2015-01-23,100,SELL,1
2015-02-02,100,SELL,1
2015-02-05,100,SELL,1
2015-02-11,100,SELL,1
2015-02-17,100,SELL,1
2015-02-25,100,SELL,1
2015-03-03,100,SELL,1
2015-03-10,100,SELL,1
2015-03-16,100,SELL,1
2015-03-27,100,SELL,1
2015-04-02,100,SELL,1
2015-04-20,100,SELL,1
2015-04-29,100,SELL,1
2015-05-08,100,SELL,1
2015-05-19,100,SELL,1
2015-05-26,100,SELL,1
2015-06-02,100,SELL,1
2015-06-08,100,SELL,1
2015-07-15,100,SELL,1
2015-07-22,100,SELL,1
2015-08-03,100,SELL,1
2015-08-12,100,SELL,1
2015-08-24,100,SELL,1
2015-09-16,100,SELL,1
2015-09-28,100,SELL,1
2015-10-12,100,SELL,1
2015-10-29,100,SELL,1
2015-12-17,100,SELL,1
2015-12-23,100,SELL,1
2016-01-07,100,SELL,1
2016-01-12,100,SELL,1
2016-01-15,100,SELL,1
2016-01-21,100,SELL,1
2016-02-01,100,SELL,1
2016-02-23,100,SELL,1
2016-02-29,100,SELL,1
2016-03-10,100,SELL,1
2016-03-22,100,SELL,1
2016-03-29,100,SELL,1
2016-04-08,100,SELL,1
2016-05-03,100,SELL,1
2016-05-11,100,SELL,1
2016-06-08,100,SELL,1
2016-06-16,100,SELL,1
2016-06-28,100,SELL,1
2016-07-12,100,SELL,1
2016-07-20,100,SELL,1
2016-07-28,100,SELL,1
2016-08-05,100,SELL,1
2016-08-15,100,SELL,1
2016-08-19,100,SELL,1
2016-08-29,100,SELL,1
2016-09-01,100,SELL,1
2016-09-08,100,SELL,1
2016-09-14,100,SELL,1
2016-09-20,100,SELL,1
2016-10-17,100,SELL,1
2016-11-04,100,SELL,1
2016-11-10,100,SELL,1
2016-12-15,100,SELL,1
2016-12-23,100,SELL,1
2017-01-17,100,SELL,1
2017-01-23,100,SELL,1
2017-02-15,100,SELL,1
2017-02-22,100,SELL,1
2017-02-27,100,SELL,1
2017-03-07,100,SELL,1
2017-03-10,100,SELL,1
2017-03-16,100,SELL,1
2017-04-06,100,SELL,1
2017-04-12,100,SELL,1
2017-05-16,100,SELL,1
2017-05-24,100,SELL,1
2017-06-01,100,SELL,1
2017-06-09,100,SELL,1
2017-06-14,100,SELL,1
2017-06-19,100,SELL,1
2017-06-22,100,SELL,1
2017-07-03,100,SELL,1
2017-07-10,100,SELL,1
2017-07-14,100,SELL,1
2017-07-25,100,SELL,1
2017-08-04,100,SELL,1
2017-08-14,100,SELL,1
2017-08-18,100,SELL,1
2017-09-22,100,SELL,1
2017-10-04,100,SELL,1
2017-11-13,100,SELL,1
2017-11-17,100,SELL,1
2017-11-29,100,SELL,1
2017-12-11,100,SELL,1
2017-12-20,100,SELL,1
2018-01-02,100,SELL,1
2018-02-01,100,SELL,1
2018-02-06,100,SELL,1
2018-02-14,100,SELL,1
2018-02-26,100,SELL,1
2018-03-06,100,SELL,1
2018-03-16,100,SELL,1
2018-03-21,100,SELL,1
2018-03-26,100,SELL,1
2018-04-05,100,SELL,1
2018-04-11,100,SELL,1
2018-04-20,100,SELL,1
2018-04-26,100,SELL,1
2018-05-03,100,SELL,1
2018-06-29,100,SELL,1
2018-07-06,100,SELL,1
2018-07-18,100,SELL,1
2018-07-30,100,SELL,1
2018-08-17,100,SELL,1
2018-08-22,100,SELL,1
2018-08-30,100,SELL,1
2018-09-20,100,SELL,1
2018-10-02,100,SELL,1
2018-10-08,100,SELL,1
2018-10-12,100,SELL,1
2018-11-26,100,SELL,1
2018-11-29,100,SELL,1
2018-12-04,100,SELL,1
2018-12-13,100,SELL,1
2018-12-18,100,SELL,1
2018-12-24,100,SELL,1
2019-01-07,100,SELL,1
2019-01-22,100,SELL,1
2019-02-11,100,SELL,1
2019-02-15,100,SELL,1
2019-02-27,100,SELL,1
2019-03-04,100,SELL,1
2019-03-13,100,SELL,1
2019-04-02,100,SELL,1
2019-04-11,100,SELL,1
2019-04-17,100,SELL,1
2019-04-29,100,SELL,1
2019-05-03,100,SELL,1
2019-05-13,100,SELL,1
2019-05-17,100,SELL,1
2019-05-31,100,SELL,1
2019-06-06,100,SELL,1
2019-06-11,100,SELL,1
2019-06-14,100,SELL,1
2019-06-24,100,SELL,1
2019-06-28,100,SELL,1
2019-07-03,100,SELL,1
2019-07-09,100,SELL,1
2019-07-12,100,SELL,1
2019-09-26,100,SELL,1
2019-10-04,100,SELL,1
2019-10-14,100,SELL,1
2019-10-24,100,SELL,1
2019-12-04,100,SELL,1
2019-12-16,100,SELL,1
2019-12-20,100,SELL,1
2019-12-31,100,SELL,1
2020-02-14,100,SELL,1
2020-02-27,100,SELL,1
2020-03-10,100,SELL,1
2020-03-18,100,SELL,1
2020-03-27,100,SELL,1
2020-04-14,100,SELL,1
2020-04-17,100,SELL,1
2020-04-28,100,SELL,1
2020-05-07,100,SELL,1
2020-05-15,100,SELL,1
2020-05-22,100,SELL,1
2020-05-29,100,SELL,1
2020-06-05,100,SELL,1
2020-06-10,100,SELL,1
2020-06-17,100,SELL,1
2020-06-22,100,SELL,1
2020-06-26,100,SELL,1
2020-07-15,100,SELL,1
2020-08-14,100,SELL,1
2020-08-19,100,SELL,1
2020-08-25,100,SELL,1
2020-08-28,100,SELL,1
2020-09-22,100,SELL,1
2020-09-30,100,SELL,1
2020-10-06,100,SELL,1
2020-10-12,100,SELL,1
2020-10-20,100,SELL,1
2020-10-26,100,SELL,1
2020-11-04,100,SELL,1
2020-11-10,100,SELL,1
2020-11-16,100,SELL,1
2020-12-17,100,SELL,1
2020-12-28,100,SELL,1
2021-01-07,100,SELL,1
2021-01-19,100,SELL,1
2021-01-25,100,SELL,1
2021-02-02,100,SELL,1
2021-02-08,100,SELL,1
2021-02-24,100,SELL,1
2021-03-04,100,SELL,1
2021-03-09,100,SELL,1
2021-03-15,100,SELL,1
2021-03-18,100,SELL,1
2021-03-23,100,SELL,1
2021-04-01,100,SELL,1
2021-04-13,100,SELL,1
2021-04-19,100,SELL,1
2021-05-04,100,SELL,1
2021-05-14,100,SELL,1
2021-05-24,100,SELL,1
2021-06-03,100,SELL,1
2021-06-25,100,SELL,1
2021-07-01,100,SELL,1
2021-07-12,100,SELL,1
2021-07-21,100,SELL,1
2021-07-27,100,SELL,1
2021-08-02,100,SELL,1
2021-08-06,100,SELL,1
2021-08-16,100,SELL,1
2021-08-19,100,SELL,1
2021-08-27,100,SELL,1
2021-09-15,100,SELL,1
2021-09-20,100,SELL,1
2021-09-23,100,SELL,1
2021-09-28,100,SELL,1
2021-10-05,100,SELL,1
2021-10-08,100,SELL,1
2021-11-05,100,SELL,1
2021-11-17,100,SELL,1
2021-11-29,100,SELL,1
2021-12-08,100,SELL,1
2021-12-14,100,SELL,1
2021-12-30,100,SELL,1
2022-01-11,100,SELL,1
2022-01-19,100,SELL,1
2022-01-27,100,SELL,1
2022-02-09,100,SELL,1
2022-02-15,100,SELL,1
2022-02-24,100,SELL,1
2022-03-02,100,SELL,1
2022-03-11,100,SELL,1
2022-03-17,100,SELL,1
2022-03-23,100,SELL,1
2022-04-04,100,SELL,1
2022-04-14,100,SELL,1
2022-04-26,100,SELL,1
2022-05-06,100,SELL,1
2022-05-17,100,SELL,1
2022-05-26,100,SELL,1
2022-06-03,100,SELL,1
2022-06-14,100,SELL,1
2022-06-21,100,SELL,1
2022-07-01,100,SELL,1
2022-07-13,100,SELL,1
2022-08-02,100,SELL,1
2022-08-11,100,SELL,1
2022-08-17,100,SELL,1
2022-08-26,100,SELL,1
2022-09-06,100,SELL,1
2022-09-22,100,SELL,1
2022-09-30,100,SELL,1
2022-10-05,100,SELL,1
2022-11-01,100,SELL,1
2022-11-10,100,SELL,1
2022-11-17,100,SELL,1
2022-11-29,100,SELL,1
2022-12-07,100,SELL,1
2022-12-15,100,SELL,1
2022-12-23,100,SELL,1
2023-01-23,100,SELL,1
2023-02-13,100,SELL,1
2023-02-16,100,SELL,1
2023-02-23,100,SELL,1
2023-02-28,100,SELL,1
2023-04-11,100,SELL,1
2023-04-24,100,SELL,1
2023-05-23,100,SELL,1
2023-05-31,100,SELL,1
2023-06-05,100,SELL,1
2023-06-08,100,SELL,1
2023-06-13,100,SELL,1
2023-06-21,100,SELL,1
2023-07-05,100,SELL,1
2023-07-11,100,SELL,1
2023-07-14,100,SELL,1
2023-07-19,100,SELL,1
2023-07-24,100,SELL,1
2023-07-28,100,SELL,1
2023-08-07,100,SELL,1
2023-08-15,100,SELL,1
2023-08-21,100,SELL,1
2023-08-29,100,SELL,1
2023-09-08,100,SELL,1
2023-10-13,100,SELL,1
2023-11-14,100,SELL,1
2023-11-20,100,SELL,1
2023-11-29,100,SELL,1
2023-12-07,100,SELL,1
2023-12-15,100,SELL,1
2023-12-22,100,SELL,1
2024-01-04,100,SELL,1
2024-02-23,100,SELL,1
2024-03-04,100,SELL,1
2024-03-08,100,SELL,1
2024-03-18,100,SELL,1
2024-03-25,100,SELL,1
2024-04-05,100,SELL,1
2024-04-10,100,SELL,1
2024-04-16,100,SELL,1
2024-04-24,100,SELL,1
2024-04-30,100,SELL,1
2024-05-08,100,SELL,1
2024-05-16,100,SELL,1
2024-05-22,100,SELL,1
2024-05-31,100,SELL,1
2024-06-11,100,SELL,1
2024-07-01,100,SELL,1
2024-07-23,100,SELL,1
2024-08-01,100,SELL,1
2024-08-09,100,SELL,1
2024-08-14,100,SELL,1
2024-08-22,100,SELL,1
2024-08-27,100,SELL,1
2024-09-04,100,SELL,1
2024-09-10,100,SELL,1
2024-09-13,100,SELL,1
2024-10-21,100,SELL,1
2024-11-08,100,SELL,1
2024-11-14,100,SELL,1
2024-11-26,100,SELL,1
2024-12-18,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
2024-12-31,100,SELL,1
