timestamp,high,low,volume,adj close,P,R1,R2,R3,S1,S2,S3,obv,volume_zscore,rsi,macd,macds,macdh,sma,lma,sema,lema,overnight_gap,return_lag_1,return_lag_3,return_lag_5,volatility,SR_K,SR_D,SR_RSI_K,SR_RSI_D,ATR,HL_PCT,PCT_CHG,close
2002-07-03,17.68,16.75,3554100,17.55,17.326666666666668,17.903333333333336,18.256666666666668,18.833333333333336,16.973333333333336,16.39666666666667,16.043333333333337,-260464900.0,-0.7327501632855004,38.14064361699679,-2.399487179487174,-2.438995726495725,0.039508547008551,18.7145,21.847399999999993,18.71905233471332,20.887724520092384,-0.007703741803384245,0.03600944510035409,-0.00959367945823919,0.06042296072507547,0.04209048979848731,33.76344085948897,25.683370527618383,99.99999999962198,99.99999999961584,1.091428571428571,5.299145299145297,3.6009445100354087,17.55
2002-07-05,18.75,17.71,2886600,18.74,18.400000000000002,19.090000000000003,19.44,20.130000000000003,18.050000000000004,17.360000000000003,17.010000000000005,-257578300.0,-0.8274273756288488,42.461197332655665,-2.3154487179487155,-2.44225071225071,0.12680199430199446,18.5435,21.746799999999997,18.72104735045491,20.80350002910837,0.00907550188286747,0.06780626780626764,0.09847596717467755,0.09847596717467755,0.04520837080292804,59.35483870840094,37.92114695258951,99.99999999967505,99.99999999963886,1.016428571428571,5.549626467449302,6.780626780626764,18.74
2002-07-08,18.61,17.68,3771500,18.01,18.099999999999998,18.519999999999996,19.029999999999998,19.449999999999996,17.589999999999996,17.169999999999998,16.659999999999997,-261349800.0,-0.6074870766189282,36.41245971525483,-2.0032051282051277,-2.3994658119658094,0.3962606837606817,18.374,21.624599999999997,18.65332855517349,20.693951008359022,-0.011809047592242695,-0.0389541088580575,0.06316410861865407,0.016365688487584906,0.0457322339253338,44.03470715739624,45.71766224176205,80.34393755905427,93.4479791861171,1.036428571428571,5.163797890061075,-3.89541088580575,18.01
2002-07-09,18.29,17.46,4049100,17.53,17.76,18.060000000000002,18.59,18.89,17.230000000000004,16.930000000000003,16.400000000000006,-265398900.0,-0.5483473642695825,36.063829781862815,-1.7462820512820478,-2.3223219373219344,0.5760398860398865,18.176500000000004,21.514999999999997,18.546344883252207,20.569874498227296,0.0044321402193390515,-0.026651860077734568,-0.0011396011396010985,0.027549824150058688,0.045019667002715855,55.956678698340944,53.11540818804604,79.2110248468696,86.51832080186631,1.0521428571428566,4.734740444951502,-2.665186007773457,17.53
2002-07-10,18.17,17.25,3694300,17.32,17.580000000000002,17.910000000000004,18.500000000000004,18.830000000000005,16.990000000000002,16.66,16.07,-269093200.0,-0.5834907709779765,51.51975682794412,-1.492115384615385,-2.2062891737891714,0.7141737891737865,18.0195,21.382199999999994,18.429550132466282,20.442428439473286,0.010215752861599002,-0.01197946377638337,-0.07577374599786546,0.022432113341204207,0.0449614032262652,48.375451261791504,49.45561237250956,99.99999999974084,86.51832080188824,0.884285714285714,5.3117782909930815,-1.197946377638337,17.32
2002-07-11,18.35,16.97,6672800,18.3,17.873333333333335,18.77666666666667,19.253333333333337,20.156666666666673,17.39666666666667,16.493333333333332,16.016666666666666,-262420400.0,-0.03966626995289558,57.88079469125391,-1.2339743589743577,-2.0574430199430176,0.8234686609686599,17.93,21.26279999999999,18.41721202461235,20.358411637925315,-0.003470217479007106,0.0565819861431871,0.0161021654636313,0.042735042735042805,0.04680148674591542,83.75451263235546,62.69554753082931,99.99999999977649,93.07034161546231,0.9292857142857142,7.54098360655739,5.65819861431871,18.3
2002-07-12,18.79,17.26,7919500,17.5,17.849999999999998,18.439999999999994,19.379999999999995,19.96999999999999,16.909999999999997,16.32,15.379999999999999,-270339900.0,0.1645521219817402,54.01730530585609,-1.0032051282051277,-1.889216524216522,0.8860113960113942,17.828000000000003,21.1332,18.329858498458794,20.24631706388903,0.013568729206068796,-0.04371584699453557,-0.0017113519680548306,-0.06616862326574169,0.047071746790818034,54.092526688466464,62.07416352753781,90.45089829177942,96.81696609709893,0.9885714285714283,8.742857142857128,-4.371584699453557,17.5
2002-07-15,18.6,16.81,5285600,18.23,17.88,18.95,19.67,20.740000000000002,17.159999999999997,16.089999999999996,15.369999999999994,-265054300.0,-0.2764386874226785,55.71428570500001,-0.7120512820512808,-1.700377492877491,0.9883262108262103,17.734500000000004,21.023999999999997,18.320348165272243,20.167245806481617,-0.004008021397538822,0.041714285714285815,0.052540415704388055,0.012215435868961677,0.04789319372667915,80.07117437437472,72.63940456506555,94.64519955972351,95.03203261709314,1.0428571428571427,9.818979703784985,4.1714285714285815,18.23
2002-07-16,18.57,17.61,7978000,17.86,18.013333333333332,18.416666666666664,18.973333333333333,19.376666666666665,17.456666666666663,17.05333333333333,16.496666666666663,-273032300.0,0.17557876815306897,54.166666657889664,-0.5092307692307685,-1.4905555555555539,0.9813247863247854,17.6005,20.910999999999994,18.27650548286536,20.076765578776456,-0.004398027979711939,-0.020296215030170095,-0.024043715846994607,0.01882487164860236,0.04791411432899917,66.9039145883664,67.02253855040253,90.82006372735681,91.9720538596199,1.0528571428571427,5.375139977603589,-2.0296215030170095,17.86
2002-07-17,16.2,15.19,21705100,15.63,15.673333333333334,16.156666666666666,16.683333333333334,17.166666666666668,15.146666666666668,14.663333333333334,14.136666666666668,-294737400.0,2.131648325308808,45.52529182259383,-0.4583974358974423,-1.274878917378917,0.8164814814814747,17.374500000000005,20.770599999999998,18.02445734164009,19.90238261490287,-0.10188268331123551,-0.12486002239641647,-0.10685714285714276,-0.09757505773672048,0.04402458903837649,12.222222221882753,53.065770394874626,63.48602001982152,82.98376110230062,1.1500000000000001,6.4619321817018545,-12.486002239641646,15.63
