Symbol,Start Value,End Value,Total Return %,Sharpe Ratio,Max Drawdown %,Win Rate %,Profit Factor,Avg R/R
LMT,1000,2930.024999999998,193.0024999999998,0.3492470756964137,31.46404760023584,45.67901234567901,1.8095233101944088,1.9487174109785939
ASML,1000,2127.1500000000005,112.71500000000007,0.3031809760690861,37.77653542049353,35.714285714285715,1.7085606879730444,2.278080917297393
UNH,1000,1580.4850000000008,58.04850000000008,0.2173512687006413,26.545620861888704,39.0625,1.3765788500587102,2.0119229347011913
XOM,1000,1568.320000000002,56.83200000000019,0.12190921827234937,22.82934730443125,39.743589743589745,1.4272424175221123,1.9462396602574266
PLD,1000,1480.2799999999993,48.027999999999935,0.09836123027309181,33.06198453689317,37.362637362637365,1.2284186946823739,1.8767507835425152
DFS,1000,1372.4500000000005,37.24500000000004,0.12190125976286871,45.520951065343866,31.48148148148148,1.190101162707608,1.7310562366656117
PEP,1000,1080.9585000000006,8.095850000000059,-0.046723644728949146,28.108201761010722,37.5,1.1186726766344182,1.745129375549693
VLO,1000,767.4650000000005,-23.25349999999995,-0.06198875148742891,68.21777153361019,31.03448275862069,0.9171051412030602,2.1516697543610253
T,1000,713.3199999999997,-28.668000000000028,-0.2133171317723259,45.44930417495033,29.310344827586203,0.6577895025843649,1.8856632407418459
