timestamp,equity,price
2000-11-27,99195.9,18.69
2000-11-28,99189.3,18.03
2000-11-29,99184.6,17.56
2000-11-30,99174,16.5
2000-12-01,99179.6,17.06
2000-12-04,99175.9,16.69
2000-12-05,99179,17
2000-12-06,99152.1,14.31
2000-12-07,99152.1,14.31
2000-12-08,99159.6,15.06
2000-12-11,99160.9,15.19
2000-12-12,99162.8,15.38
2000-12-13,99159,15
2000-12-14,99153.4,14.44
2000-12-15,99149.6,14.06
2000-12-18,99151.5,14.25
2000-12-19,99149,14
2000-12-20,99152.8,14.38
2000-12-21,99149.6,14.06
2000-12-22,99159,15
2000-12-26,99155.9,14.69
2000-12-27,99157.1,14.81
2000-12-28,99157.1,14.81
2000-12-29,99157.8,14.88
2001-01-02,99157.8,14.88
2001-01-03,99172.7,16.37
2001-01-04,99179.6,17.06
2001-01-05,99172.7,16.37
2001-01-08,99174.6,16.56
2001-01-09,99180.9,17.19
2001-01-10,99174.6,16.56
2001-01-11,99189,18
2001-01-12,99180.9,17.19
2001-01-16,99180.2,17.12
2001-01-17,99177.1,16.81
2001-01-18,99195.9,18.69
2001-01-19,99204,19.5
2001-01-22,99201.5,19.25
2001-01-23,99214,20.5
2001-01-24,99214,20.5
2001-01-25,99208.4,19.94
2001-01-26,99204.6,19.56
2001-01-29,99225.9,21.69
2001-01-30,99226.5,21.75
2001-01-31,99225.2,21.62
2001-02-01,99220.2,21.12
2001-02-02,99215.2,20.62
2001-02-05,99210.9,20.19
2001-02-06,99220.2,21.12
2001-02-07,99216.5,20.75
2001-02-08,99216.5,20.75
2001-02-09,99200.2,19.12
2001-02-12,99205.9,19.69
2001-02-13,99200.2,19.12
2001-02-14,99204,19.5
2001-02-15,99209.6,20.06
2001-02-16,99199,19
2001-02-20,99192.1,18.31
2001-02-21,99197.7,18.87
2001-02-22,99197.1,18.81
2001-02-23,99197.1,18.81
2001-02-26,99204,19.5
2001-02-27,99202.7,19.37
2001-02-28,99191.5,18.25
2001-03-01,99196.5,18.75
2001-03-02,99201.5,19.25
2001-03-05,99212.7,20.37
2001-03-06,99224,21.5
2001-03-07,99221.5,21.25
2001-03-08,99217.1,20.81
2001-03-09,99211.5,20.25
2001-03-12,99195.2,18.62
2001-03-13,99204.6,19.56
2001-03-14,99213.4,20.44
2001-03-15,99205.9,19.69
2001-03-16,99205.2,19.62
2001-03-19,99214.6,20.56
2001-03-20,99205.9,19.69
2001-03-21,99210.2,20.12
2001-03-22,99225.2,21.62
2001-03-23,99239,23
2001-03-26,99226.8,21.78
2001-03-27,99237.7,22.87
2001-03-28,99230.7,22.17
2001-03-29,99234.3,22.53
2001-03-30,99229.7,22.07
2001-04-02,99224.9,21.59
2001-04-03,99211.4,20.24
2001-04-04,99204,19.5
2001-04-05,99217.7,20.87
2001-04-06,99214.9,20.59
2001-04-09,99214.4,20.54
2001-04-10,99229.4,22.04
2001-04-11,99227,21.8
2001-04-12,99233.2,22.42
2001-04-16,99223.4,21.44
2001-04-17,99213,20.4
2001-04-18,99236.9,22.79
2001-04-19,99266.2,25.72
2001-04-20,99259.4,25.04
2001-04-23,99251.5,24.25
2001-04-24,99249.3,24.03
2001-04-25,99256.2,24.72
2001-04-26,99255.9,24.69
2001-04-27,99271,26.2
2001-04-30,99263.9,25.49
2001-05-01,99268.3,25.93
2001-05-02,99274.9,26.59
2001-05-03,99258.6,24.96
2001-05-04,99266.5,25.75
2001-05-07,99258.6,24.96
2001-05-08,99254.7,24.57
2001-05-09,99248.8,23.98
2001-05-10,99239,23
2001-05-11,99237.5,22.85
2001-05-14,99241.9,23.29
2001-05-15,99240.8,23.18
2001-05-16,99250,24.1
2001-05-17,99244.5,23.55
2001-05-18,99244.3,23.53
2001-05-21,99244.6,23.56
2001-05-22,99244,23.5
2001-05-23,99241.3,23.23
2001-05-24,99241,23.2
2001-05-25,99236.6,22.76
2001-05-29,99223.7,21.47
2001-05-30,99206.8,19.78
2001-05-31,99208.5,19.95
2001-06-01,99217.9,20.89
2001-06-04,99215.6,20.66
2001-06-05,99218.4,20.94
2001-06-06,99216.3,20.73
2001-06-07,99225.6,21.66
2001-06-08,99222.2,21.32
2001-06-11,99209.4,20.04
2001-06-12,99212.1,20.31
2001-06-13,99213.7,20.47
2001-06-14,99207.8,19.88
2001-06-15,99213.4,20.44
2001-06-18,99212.3,20.33
2001-06-19,99210.9,20.19
2001-06-20,99225.7,21.67
2001-06-21,99233.9,22.49
2001-06-22,99231.6,22.26
2001-06-25,99248.9,23.99
2001-06-26,99246.5,23.75
2001-06-27,99242.4,23.34
2001-06-28,99244.4,23.54
2001-06-29,99241.5,23.25
2001-07-02,99248,23.9
2001-07-03,99247.4,23.84
2001-07-05,99240.9,23.19
2001-07-06,99229.3,22.03
2001-07-09,99236,22.7
2001-07-10,99220.4,21.14
2001-07-11,99234.4,22.54
2001-07-12,99252.6,24.36
2001-07-13,99257.5,24.85
2001-07-16,99248.6,23.96
2001-07-17,99260,25.1
2001-07-18,99216.9,20.79
2001-07-19,99208.6,19.96
2001-07-20,99208.8,19.98
2001-07-23,99204.4,19.54
2001-07-24,99199.9,19.09
2001-07-25,99193.7,18.47
2001-07-26,99194.9,18.59
2001-07-27,99198.6,18.96
2001-07-30,99198.3,18.93
2001-07-31,99196.9,18.79
2001-08-01,99199.6,19.06
2001-08-02,99207.2,19.82
2001-08-03,99204,19.5
2001-08-06,99200.3,19.13
2001-08-07,99201.5,19.25
2001-08-08,99198,18.9
2001-08-09,99199.5,19.05
2001-08-10,99199.2,19.02
2001-08-13,99199.9,19.09
2001-08-14,99196.3,18.73
2001-08-15,99193.4,18.44
2001-08-16,99195.5,18.65
2001-08-17,99189.7,18.07
2001-08-20,99190.2,18.12
2001-08-21,99188.2,17.92
2001-08-22,99191.1,18.21
2001-08-23,99187.1,17.81
2001-08-24,99194.7,18.57
2001-08-27,99198.2,18.92
2001-08-28,99193,18.4
2001-08-29,99187.3,17.83
2001-08-30,99187.3,17.83
2001-08-31,99194.5,18.55
2001-09-04,99191.5,18.25
2001-09-05,99194.5,18.55
2001-09-06,99186.2,17.72
2001-09-07,99181.8,17.28
2001-09-10,99182.7,17.37
2001-09-17,99178.9,16.99
2001-09-18,99171.8,16.28
2001-09-19,99179.2,17.02
2001-09-20,99165.8,15.68
2001-09-21,99166.3,15.73
2001-09-24,99173.5,16.45
2001-09-25,99164.4,15.54
2001-09-26,99160.5,15.15
2001-09-27,99164.1,15.51
2001-09-28,99164.1,15.51
2001-10-01,99164.4,15.54
2001-10-02,99159.5,15.05
2001-10-03,99158.8,14.98
2001-10-04,99167.8,15.88
2001-10-05,99170.4,16.14
2001-10-08,99171,16.2
2001-10-09,99169,16
2001-10-10,99177.2,16.82
2001-10-11,99186.4,17.74
2001-10-12,99189.1,18.01
2001-10-15,99188.9,17.99
2001-10-16,99189.1,18.01
2001-10-17,99178.9,16.99
2001-10-18,99189,18
2001-10-19,99192,18.3
2001-10-22,99199.2,19.02
2001-10-23,99190.4,18.14
2001-10-24,99198.5,18.95
2001-10-25,99200.9,19.19
2001-10-26,99195.7,18.67
2001-10-29,99185.3,17.63
2001-10-30,99185,17.6
2001-10-31,99184.6,17.56
2001-11-01,99194.9,18.59
2001-11-02,99194.7,18.57
2001-11-05,99199.7,19.07
2001-11-06,99204.7,19.57
2001-11-07,99204.9,19.59
2001-11-08,99196.1,18.71
2001-11-09,99196.1,18.71
2001-11-12,99196.5,18.75
2001-11-13,99202.7,19.37
2001-11-14,99205.1,19.61
2001-11-15,99203.5,19.45
2001-11-16,99198.7,18.97
2001-11-19,99209,20
2001-11-20,99204.3,19.53
2001-11-21,99205.8,19.68
2001-11-23,99207.4,19.84
2001-11-26,99222.7,21.37
2001-11-27,99219,21
2001-11-28,99214.3,20.53
2001-11-29,99213.2,20.42
2001-11-30,99222,21.3
2001-12-03,99219.5,21.05
2001-12-04,99233,22.4
2001-12-05,99246.6,23.76
2001-12-06,99236.8,22.78
2001-12-07,99234.4,22.54
2001-12-10,99234.4,22.54
2001-12-11,99226.8,21.78
2001-12-12,99223.9,21.49
2001-12-13,99219,21
2001-12-14,99212.9,20.39
2001-12-17,99215.2,20.62
2001-12-18,99219.1,21.01
2001-12-19,99225.2,21.62
2001-12-20,99215.7,20.67
2001-12-21,99219,21
2001-12-24,99222.6,21.36
2001-12-26,99223.9,21.49
2001-12-27,99229.7,22.07
2001-12-28,99233.3,22.43
2001-12-31,99228,21.9
2002-01-02,99242,23.3
2002-01-03,99244.8,23.58
2002-01-04,99245.9,23.69
2002-01-07,99238,22.9
2002-01-08,99235.1,22.61
2002-01-09,99225.5,21.65
2002-01-10,99221.3,21.23
2002-01-11,99219.5,21.05
2002-01-14,99220.5,21.15
2002-01-15,99226,21.7
2002-01-16,99216.8,20.78
2002-01-17,99233.8,22.48
2002-01-18,99230.7,22.17
2002-01-22,99227.2,21.82
2002-01-23,99239.2,23.02
2002-01-24,99241.1,23.21
2002-01-25,99241.5,23.25
2002-01-28,99241.7,23.27
2002-01-29,99239.7,23.07
2002-01-30,99249.9,24.09
2002-01-31,99256.2,24.72
2002-02-01,99253.1,24.41
2002-02-04,99262.5,25.35
2002-02-05,99263.5,25.45
2002-02-06,99255.7,24.67
2002-02-07,99252,24.3
2002-02-08,99249.3,24.03
2002-02-11,99258.8,24.98
2002-02-12,99256.1,24.71
2002-02-13,99259.1,25.01
2002-02-14,99255,24.6
2002-02-15,99248,23.9
2002-02-19,99235.2,22.62
2002-02-20,99240.3,23.13
2002-02-21,99224,21.5
2002-02-22,99236.4,22.74
2002-02-25,99247.1,23.81
2002-02-26,99245.7,23.67
2002-02-27,99228.6,21.96
2002-02-28,99226,21.7
2002-03-01,99243.5,23.45
2002-03-04,99251.9,24.29
2002-03-05,99244.3,23.53
2002-03-06,99249.7,24.07
2002-03-07,99252.8,24.38
2002-03-08,99255.6,24.66
2002-03-11,99259.6,25.06
2002-03-12,99256.2,24.72
2002-03-13,99253.9,24.49
2002-03-14,99253.3,24.43
2002-03-15,99258.5,24.95
2002-03-18,99256.4,24.74
2002-03-19,99257.5,24.85
2002-03-20,99258.2,24.92
2002-03-21,99251.7,24.27
2002-03-22,99249.9,24.09
2002-03-25,99242.5,23.35
2002-03-26,99243.6,23.46
2002-03-27,99243.7,23.47
2002-03-28,99245.7,23.67
2002-04-01,99253.6,24.46
2002-04-02,99249.7,24.07
2002-04-03,99246.5,23.75
2002-04-04,99258,24.9
2002-04-05,99256.4,24.74
2002-04-08,99254.6,24.56
2002-04-09,99250,24.1
2002-04-10,99255.6,24.66
2002-04-11,99257.6,24.86
2002-04-12,99259.6,25.06
2002-04-15,99259,25
2002-04-16,99266.4,25.74
2002-04-17,99270.1,26.11
2002-04-18,99263.1,25.41
2002-04-19,99258.8,24.98
2002-04-22,99254.3,24.53
2002-04-23,99251.5,24.25
2002-04-24,99246.7,23.77
2002-04-25,99250.2,24.12
2002-04-26,99239.1,23.01
2002-04-29,99248.6,23.96
2002-04-30,99251.7,24.27
2002-05-01,99248.8,23.98
2002-05-02,99245.9,23.69
2002-05-03,99244.1,23.51
2002-05-06,99235.5,22.65
2002-05-07,99233.7,22.47
2002-05-08,99252.7,24.37
2002-05-09,99250.9,24.19
2002-05-10,99242.2,23.32
2002-05-13,99248.4,23.94
2002-05-14,99265.1,25.61
2002-05-15,99261.8,25.28
2002-05-16,99261.1,25.21
2002-05-17,99259.1,25.01
2002-05-20,99256.4,24.74
2002-05-21,99243.6,23.46
2002-05-22,99252.2,24.32
2002-05-23,99260.8,25.18
2002-05-24,99250.5,24.15
2002-05-28,99248.8,23.98
2002-05-29,99248.8,23.98
2002-05-30,99251,24.2
2002-05-31,99242,23.3
2002-06-03,99238.1,22.91
2002-06-04,99236.8,22.78
2002-06-05,99236.2,22.72
2002-06-06,99230.6,22.16
2002-06-07,99223,21.4
2002-06-10,99223.8,21.48
2002-06-11,99213.6,20.46
2002-06-12,99209.9,20.09
2002-06-13,99204.4,19.54
2002-06-14,99210,20.1
2002-06-17,99214.4,20.54
2002-06-18,99210.5,20.15
2002-06-19,99180.2,17.12
2002-06-20,99180.1,17.11
2002-06-21,99177.5,16.85
2002-06-24,99181.7,17.27
2002-06-25,99180.4,17.14
2002-06-26,99174.5,16.55
2002-06-27,99179.6,17.06
2002-06-28,99186.2,17.72
2002-07-01,99179.6,17.06
2002-07-02,99178.4,16.94
2002-07-03,99184.5,17.55
2002-07-05,99196.4,18.74
2002-07-08,99189.1,18.01
2002-07-09,99184.3,17.53
2002-07-10,99182.2,17.32
2002-07-11,99192,18.3
2002-07-12,99184,17.5
2002-07-15,99191.3,18.23
2002-07-16,99187.6,17.86
2002-07-17,99165.3,15.63
2002-07-18,99158.9,14.99
2002-07-19,99158.6,14.96
2002-07-22,99158.2,14.92
2002-07-23,99153.7,14.47
2002-07-24,99161,15.2
2002-07-25,99152.6,14.36
2002-07-26,99152.4,14.34
2002-07-29,99159.2,15.02
2002-07-30,99163.3,15.43
2002-07-31,99161.6,15.26
2002-08-01,99157,14.8
2002-08-02,99153.5,14.45
2002-08-05,99148.9,13.99
2002-08-06,99156.4,14.74
2002-08-07,99159.3,15.03
2002-08-08,99162,15.3
2002-08-09,99159,15
2002-08-12,99158.9,14.99
2002-08-13,99154.9,14.59
2002-08-14,99160.7,15.17
2002-08-15,99165.1,15.61
2002-08-16,99167.1,15.81
2002-08-19,99168.8,15.98
2002-08-20,99168.1,15.91
2002-08-21,99170.2,16.12
2002-08-22,99168.7,15.97
2002-08-23,99166.3,15.73
2002-08-26,99164.3,15.53
2002-08-27,99157.5,14.85
2002-08-28,99156,14.7
2002-08-29,99156,14.7
2002-08-30,99156.5,14.75
2002-09-03,99149.5,14.05
2002-09-04,99153.8,14.48
2002-09-05,99150.8,14.18
2002-09-06,99152.8,14.38
2002-09-09,99152.7,14.37
2002-09-10,99152.3,14.33
2002-09-11,99151.9,14.29
2002-09-12,99150.4,14.14
2002-09-13,99150.7,14.17
2002-09-16,99154,14.5
2002-09-17,99157,14.8
2002-09-18,99159.2,15.02
2002-09-19,99154.8,14.58
2002-09-20,99157.7,14.87
2002-09-23,99157.5,14.85
2002-09-24,99155.4,14.64
2002-09-25,99158.3,14.93
2002-09-26,99156,14.7
2002-09-27,99156.2,14.72
2002-09-30,99154,14.5
2002-10-01,99154.1,14.51
2002-10-02,99150.7,14.17
2002-10-03,99152,14.3
2002-10-04,99149.3,14.03
2002-10-07,99146.7,13.77
2002-10-08,99145.9,13.69
2002-10-09,99145,13.6
2002-10-10,99150.2,14.12
2002-10-11,99154.1,14.51
2002-10-14,99156.7,14.77
2002-10-15,99160.6,15.16
2002-10-16,99154.6,14.56
2002-10-17,99150.1,14.11
2002-10-18,99152.4,14.34
2002-10-21,99154.6,14.56
2002-10-22,99156,14.7
2002-10-23,99157.8,14.88
2002-10-24,99155.9,14.69
2002-10-25,99163.2,15.42
2002-10-28,99165.1,15.61
2002-10-29,99163.4,15.44
2002-10-30,99168.8,15.98
2002-10-31,99169.7,16.07
2002-11-01,99172.6,16.36
2002-11-04,99177.9,16.89
2002-11-05,99178,16.9
2002-11-06,99181.2,17.22
2002-11-07,99169,16
2002-11-08,99167.4,15.84
2002-11-11,99160.6,15.16
2002-11-12,99165.4,15.64
2002-11-13,99164.9,15.59
2002-11-14,99172,16.3
2002-11-15,99168.5,15.95
2002-11-18,99165.5,15.65
2002-11-19,99161.7,15.27
2002-11-20,99164.3,15.53
2002-11-21,99172.5,16.35
2002-11-22,99169.1,16.01
2002-11-25,99168.7,15.97
2002-11-26,99163.1,15.41
2002-11-27,99166.2,15.72
2002-11-29,99164,15.5
2002-12-02,99160.8,15.18
2002-12-03,99160.6,15.16
2002-12-04,99158.7,14.97
2002-12-05,99155.3,14.63
2002-12-06,99158.5,14.95
2002-12-09,99156.5,14.75
2002-12-10,99161.8,15.28
2002-12-11,99163.9,15.49
2002-12-12,99160.9,15.19
2002-12-13,99156.9,14.79
2002-12-16,99157.5,14.85
2002-12-17,99159.8,15.08
2002-12-18,99154.7,14.57
2002-12-19,99151,14.2
2002-12-20,99150.4,14.14
2002-12-23,99153.9,14.49
2002-12-24,99152.6,14.36
2002-12-26,99153,14.4
2002-12-27,99149.6,14.06
2002-12-30,99149.7,14.07
2002-12-31,99152.3,14.33
2003-01-02,99157,14.8
2003-01-03,99158,14.9
2003-01-06,99158,14.9
2003-01-07,99157.5,14.85
2003-01-08,99154.5,14.55
2003-01-09,99155.8,14.68
2003-01-10,99156.2,14.72
2003-01-13,99155.3,14.63
2003-01-14,99155.1,14.61
2003-01-15,99153.3,14.43
2003-01-16,99155.2,14.62
2003-01-17,99150,14.1
2003-01-21,99149.2,14.02
2003-01-22,99147.8,13.88
2003-01-23,99150.7,14.17
2003-01-24,99147,13.8
2003-01-27,99150.3,14.13
2003-01-28,99154.8,14.58
2003-01-29,99154.8,14.58
2003-01-30,99152.2,14.32
2003-01-31,99152.6,14.36
2003-02-03,99155.6,14.66
2003-02-04,99155,14.6
2003-02-05,99153.5,14.45
2003-02-06,99153.3,14.43
2003-02-07,99150.5,14.15
2003-02-10,99152.5,14.35
2003-02-11,99152.5,14.35
2003-02-12,99152.9,14.39
2003-02-13,99154.4,14.54
2003-02-14,99155.7,14.67
2003-02-18,99161.7,15.27
2003-02-19,99157.5,14.85
2003-02-20,99156.7,14.77
2003-02-21,99159,15
2003-02-24,99156.4,14.74
2003-02-25,99159.2,15.02
2003-02-26,99154,14.5
2003-02-27,99157.6,14.86
2003-02-28,99159.1,15.01
2003-03-03,99155.5,14.65
2003-03-04,99154.6,14.56
2003-03-05,99155.2,14.62
2003-03-06,99154.6,14.56
2003-03-07,99154.3,14.53
2003-03-10,99152.7,14.37
2003-03-11,99151.3,14.23
2003-03-12,99151.2,14.22
2003-03-13,99156.2,14.72
2003-03-14,99156.8,14.78
2003-03-17,99159.1,15.01
2003-03-18,99159,15
2003-03-19,99158.5,14.95
2003-03-20,99158.1,14.91
2003-03-21,99159,15
2003-03-24,99152.7,14.37
2003-03-25,99154.5,14.55
2003-03-26,99153.1,14.41
2003-03-27,99153.9,14.49
2003-03-28,99154.7,14.57
2003-03-31,99150.4,14.14
2003-04-01,99150.6,14.16
2003-04-02,99155,14.6
2003-04-03,99153.6,14.46
2003-04-04,99153.1,14.41
2003-04-07,99153.9,14.49
2003-04-08,99153.5,14.45
2003-04-09,99150.9,14.19
2003-04-10,99152.7,14.37
2003-04-11,99141,13.2
2003-04-14,99144.8,13.58
2003-04-15,99142.9,13.39
2003-04-16,99141.4,13.24
2003-04-17,99140.2,13.12
2003-04-21,99140.4,13.14
2003-04-22,99144.1,13.51
2003-04-23,99144.8,13.58
2003-04-24,99143.4,13.44
2003-04-25,99142.5,13.35
2003-04-28,99147.6,13.86
2003-04-29,99149.6,14.06
2003-04-30,99151.2,14.22
2003-05-01,99152.6,14.36
2003-05-02,99153.5,14.45
2003-05-05,99169.9,16.09
2003-05-06,99184,17.5
2003-05-07,99185.5,17.65
2003-05-08,99189,18
2003-05-09,99192,18.3
2003-05-12,99194.6,18.56
2003-05-13,99195.7,18.67
2003-05-14,99194.5,18.55
2003-05-15,99196.3,18.73
2003-05-16,99197,18.8
2003-05-19,99190,18.1
2003-05-20,99186.9,17.79
2003-05-21,99187.5,17.85
2003-05-22,99191.4,18.24
2003-05-23,99192.2,18.32
2003-05-27,99197.8,18.88
2003-05-28,99191.8,18.28
2003-05-29,99190,18.1
2003-05-30,99188.5,17.95
2003-06-02,99183.5,17.45
2003-06-03,99182.1,17.31
2003-06-04,99185,17.6
2003-06-05,99185.4,17.64
2003-06-06,99180.5,17.15
2003-06-09,99176.9,16.79
2003-06-10,99180.8,17.18
2003-06-11,99183.5,17.45
2003-06-12,99186.7,17.77
2003-06-13,99183.2,17.42
2003-06-16,99191.7,18.27
2003-06-17,99190.9,18.19
2003-06-18,99200.2,19.12
